frame_idx,track_id,x,y,w,h,conf
86,6,865,176,83,292,0.6134063005447388
86,7,763,158,136,325,0.4697584807872772
86,19,168,171,149,346,0.7674785256385803
86,20,276,158,86,295,0.6104083061218262
86,12,1292,125,235,283,0.4821665287017822
87,1,336,145,188,561,0.7513866424560547
87,2,1591,133,329,931,0.8380016684532166
87,3,470,100,279,660,0.87701416015625
87,4,1065,160,223,583,0.8525826334953308
87,6,864,176,84,291,0.5136126279830933
87,7,782,205,118,281,0.4619847238063812
87,19,159,168,154,357,0.8026283979415894
87,20,273,157,86,295,0.667265772819519
87,18,1544,139,267,426,0.48418769240379333
88,1,335,147,187,561,0.7800770998001099
88,2,1593,128,327,936,0.6790212392807007
88,3,474,99,276,653,0.8774006962776184
88,4,1061,156,226,588,0.8625390529632568
88,6,869,180,81,285,0.4562949240207672
88,7,791,227,110,261,0.5417578816413879
88,19,149,164,159,371,0.8378374576568604
88,20,269,154,86,295,0.7619189620018005
89,1,338,144,186,557,0.7944623231887817
89,2,1592,124,328,949,0.6898531317710876
89,3,472,97,278,658,0.8790684938430786
89,4,1060,156,229,590,0.8988881707191467
89,7,794,233,107,254,0.4801924526691437
89,19,142,160,159,378,0.8275009393692017
89,20,266,152,87,298,0.8130497932434082
90,1,339,143,184,551,0.7967405319213867
90,2,1594,119,326,959,0.7921156883239746
90,3,474,97,276,650,0.8848942518234253
90,4,1057,154,232,590,0.892355740070343
90,7,793,227,111,264,0.5856018662452698
90,19,138,162,155,376,0.7637863159179688
90,20,262,151,88,300,0.7937023043632507
91,1,344,145,185,549,0.7944433689117432
91,2,1597,117,323,958,0.8513282537460327
91,3,472,97,278,658,0.8800631761550903
91,4,1055,152,234,593,0.9005876183509827
91,7,794,225,112,266,0.6221646070480347
91,19,136,164,151,373,0.8109387159347534
91,20,258,153,89,302,0.7972872257232666
91,18,1543,141,266,433,0.49138572812080383
92,1,347,144,184,545,0.8204518556594849
92,2,1603,118,317,957,0.8818197250366211
92,3,470,95,280,663,0.8834471106529236
92,4,1053,149,238,594,0.9038001298904419
92,7,793,218,114,272,0.5482272505760193
92,19,136,165,148,369,0.7802668213844299
92,20,255,153,89,303,0.808924674987793
92,18,1544,140,259,430,0.6099633574485779
93,1,348,142,184,545,0.8258234262466431
93,2,1610,122,310,951,0.859569787979126
93,3,471,95,280,665,0.8799925446510315
93,4,1052,148,241,597,0.9106338620185852
93,7,792,211,116,279,0.5146058797836304
93,19,136,165,145,368,0.7830861210823059
93,20,250,153,90,302,0.8168660998344421
93,18,1546,139,255,431,0.6519165635108948
94,1,349,141,184,545,0.8211142420768738
94,2,1614,126,306,945,0.8834292888641357
94,3,473,97,278,663,0.886533796787262
94,4,1052,147,243,599,0.915799617767334
94,7,797,217,114,272,0.6172842383384705
94,19,134,165,142,368,0.7870429754257202
94,20,246,153,90,303,0.779362678527832
94,18,1550,140,248,428,0.6617961525917053
95,1,349,140,185,545,0.8213487267494202
95,2,1618,130,302,941,0.8836236000061035
95,3,474,98,278,661,0.8939540386199951
95,4,1052,147,244,601,0.9204925894737244
95,7,801,222,112,267,0.6841988563537598
95,19,134,167,138,364,0.7354056239128113
95,20,242,158,89,299,0.771702766418457
95,18,1558,141,244,426,0.7021816968917847
96,1,348,142,186,541,0.834827721118927
96,2,1624,136,296,933,0.8740386962890625
96,3,477,99,277,660,0.8979367613792419
96,4,1051,147,246,603,0.9112192392349243
96,7,799,222,112,264,0.6639138460159302
96,19,134,169,134,358,0.6289532780647278
96,20,240,158,88,298,0.7704969048500061
96,18,1561,142,247,431,0.7384176254272461
96,17,1259,113,119,197,0.45094263553619385
97,1,354,147,187,537,0.8460232615470886
97,2,1629,138,291,928,0.8706602454185486
97,3,480,100,276,659,0.8960868120193481
97,4,1051,149,247,603,0.9090787768363953
97,7,800,221,112,264,0.6023163795471191
97,19,134,169,132,359,0.6215885281562805
97,20,237,161,88,295,0.7372615337371826
97,18,1559,142,250,435,0.7889252305030823
97,17,1255,112,120,202,0.534312903881073
98,1,359,149,187,532,0.8561771512031555
98,2,1633,139,287,925,0.8737409710884094
98,3,483,104,274,655,0.8970283269882202
98,4,1052,161,244,592,0.904062807559967
98,7,799,219,113,269,0.5741375088691711
98,19,134,172,129,356,0.6615427136421204
98,20,235,163,88,291,0.7200527787208557
98,18,1557,140,255,448,0.7662888765335083
98,17,1252,110,123,212,0.5473541021347046
99,1,360,150,188,531,0.8532681465148926
99,2,1637,138,283,922,0.8792608380317688
99,3,488,106,272,651,0.9027541279792786
99,4,1050,164,246,593,0.9083799123764038
99,7,799,219,114,271,0.5903069376945496
99,20,232,162,89,292,0.7125928401947021
99,18,1544,138,283,506,0.7577775716781616
99,17,1249,109,124,216,0.7127730846405029
100,1,360,150,189,534,0.8611071705818176
100,2,1642,139,278,921,0.8689344525337219
100,3,491,106,272,648,0.9126879572868347
100,4,1049,165,248,597,0.9079329967498779
100,7,801,221,113,270,0.5674725770950317
100,20,227,162,90,292,0.6307315230369568
100,18,1534,135,303,556,0.816652774810791
100,17,1249,108,125,219,0.744493305683136
101,1,361,152,188,531,0.8773683309555054
101,2,1645,140,275,923,0.8644434213638306
101,3,495,105,271,648,0.9203912615776062
101,4,1048,167,249,598,0.912340521812439
101,7,802,224,111,266,0.5639629364013672
101,20,223,159,91,295,0.7378029227256775
101,18,1528,131,313,586,0.8403170108795166
101,17,1248,105,127,223,0.782909095287323
101,8,1034,163,62,166,0.4982086420059204
101,12,1281,117,251,288,0.5268440246582031
102,1,363,153,187,531,0.8816075921058655
102,2,1648,142,272,925,0.8354432582855225
102,3,497,102,271,646,0.9216000437736511
102,4,1047,166,251,601,0.9108411073684692
102,20,219,156,92,298,0.7189033031463623
102,18,1518,129,327,628,0.8647086024284363
102,17,1248,104,128,226,0.7802379131317139
102,8,1033,164,63,162,0.4806329607963562
103,1,366,152,187,531,0.8865339159965515
103,2,1656,136,264,932,0.7997066974639893
103,3,501,100,268,639,0.9247134923934937
103,4,1046,162,253,604,0.9130053520202637
103,20,214,155,93,299,0.7317399382591248
103,18,1517,128,328,644,0.8666525483131409
103,17,1249,103,130,230,0.7534139156341553
103,7,774,171,136,321,0.5271248817443848
104,1,372,154,184,524,0.8888572454452515
104,2,1663,136,257,935,0.8125395774841309
104,3,503,97,267,636,0.9161250591278076
104,4,1045,157,255,609,0.9072494506835938
104,20,210,155,93,298,0.647710919380188
104,18,1516,127,327,661,0.8772998452186584
104,17,1253,102,133,232,0.7328251600265503
105,1,374,152,184,525,0.9069172143936157
105,2,1670,134,250,938,0.8254110813140869
105,3,504,94,267,636,0.9193160533905029
105,4,1043,154,256,612,0.9132323265075684
105,20,206,154,94,299,0.6839049458503723
105,18,1518,126,322,666,0.8590275049209595
105,17,1255,102,135,233,0.6921319365501404
106,1,378,151,182,522,0.886212170124054
106,2,1679,144,241,924,0.7935540080070496
106,3,506,92,266,635,0.9167448878288269
106,4,1041,150,258,617,0.9153849482536316
106,20,201,153,93,298,0.622566819190979
106,18,1521,126,316,667,0.8573154807090759
106,17,1254,102,141,238,0.6715995669364929
106,21,1198,164,58,96,0.45906466245651245
106,19,122,151,124,354,0.5245173573493958
107,1,380,149,181,520,0.8834485411643982
107,2,1687,164,233,903,0.799820601940155
107,3,507,91,266,635,0.9139510989189148
107,4,1039,147,259,620,0.9154019355773926
107,20,199,153,91,294,0.5078238844871521
107,18,1524,125,311,670,0.8467167019844055
107,17,1254,103,142,238,0.687036395072937
107,21,1196,161,59,99,0.4880615174770355
107,19,124,149,122,355,0.48745742440223694
108,1,383,146,179,519,0.8660653829574585
108,2,1692,164,228,903,0.8030951023101807
108,3,507,91,266,634,0.9233005046844482
108,4,1038,145,260,622,0.9209808111190796
108,20,206,154,75,234,0.4525504410266876
108,18,1531,125,306,670,0.8616476655006409
108,17,1255,104,142,236,0.662647545337677
108,21,1197,160,58,98,0.48456573486328125
108,19,126,150,120,357,0.45145687460899353
109,1,385,144,179,520,0.8767749071121216
109,2,1700,199,220,868,0.7812525033950806
109,3,508,90,266,634,0.9191978573799133
109,4,1038,145,258,621,0.9206501841545105
109,20,211,153,62,186,0.46193578839302063
109,18,1537,126,302,669,0.8543113470077515
109,17,1255,106,143,234,0.6034595370292664
109,21,1197,157,59,99,0.4865438640117645
109,19,129,152,123,367,0.50105220079422
110,1,387,142,179,523,0.8873363137245178
110,2,1708,231,212,835,0.7922403216362
110,3,509,90,266,634,0.9161195158958435
110,4,1037,145,258,621,0.9213495850563049
110,18,1541,125,299,670,0.8576009273529053
110,17,1255,107,144,235,0.657550036907196
110,21,1197,154,60,100,0.5538579821586609
110,7,770,145,127,299,0.48872774839401245
111,1,390,141,177,522,0.8836817741394043
111,2,1714,248,206,817,0.7854070663452148
111,3,510,93,265,630,0.9223560690879822
111,4,1036,145,257,622,0.9167022109031677
111,18,1547,126,295,668,0.8526057600975037
111,17,1254,107,146,238,0.5746379494667053
111,21,1196,152,60,101,0.5673955678939819
111,12,1303,107,270,304,0.4996868073940277
112,1,393,141,175,519,0.892505943775177
112,2,1718,264,202,797,0.7381159663200378
112,3,509,95,265,629,0.9244868755340576
112,4,1032,142,261,632,0.9111255407333374
112,18,1552,127,291,666,0.8565903306007385
112,17,1254,108,149,240,0.4613521695137024
112,21,1197,151,62,102,0.519509494304657
113,1,395,142,175,522,0.888257622718811
113,2,1729,284,191,782,0.7055501937866211
113,3,508,98,264,626,0.9198998212814331
113,4,1031,143,261,634,0.8993187546730042
113,18,1555,129,288,662,0.8567870259284973
113,21,1200,152,63,105,0.5005372762680054
113,7,788,205,122,283,0.5380401611328125
113,12,1309,108,271,298,0.6057626008987427
114,1,398,143,172,519,0.8835429549217224
114,2,1737,294,183,775,0.6989155411720276
114,3,508,102,263,622,0.9218307137489319
114,4,1030,145,261,634,0.8994321823120117
114,18,1557,132,285,660,0.8554652333259583
114,21,1196,153,69,114,0.5893799066543579
114,25,1255,107,152,600,0.5130936503410339
114,7,777,161,142,333,0.7206189036369324
114,12,1311,108,273,296,0.6938993334770203
115,1,400,146,169,515,0.8663678765296936
115,2,1743,309,177,759,0.698603630065918
115,3,504,106,264,623,0.9085874557495117
115,4,1029,148,259,633,0.8941022157669067
115,18,1559,135,283,660,0.8474709391593933
115,21,1193,154,75,123,0.581291139125824
115,25,1256,107,150,593,0.5856510400772095
115,7,773,147,148,348,0.6938086748123169
115,12,1321,108,271,294,0.605064332485199
116,1,401,149,166,511,0.8632494211196899
116,2,1752,321,168,752,0.7242353558540344
116,3,500,109,264,622,0.8966037034988403
116,4,1029,158,257,628,0.8851968050003052
116,18,1565,136,285,664,0.8778517246246338
116,21,1188,153,80,133,0.5024443864822388
116,25,1259,109,154,608,0.6416183114051819
116,7,770,142,150,353,0.7158288359642029
117,1,402,153,163,507,0.8533372282981873
117,2,1760,330,160,745,0.7188951969146729
117,3,498,111,263,619,0.8931212425231934
117,4,1028,162,257,628,0.8850093483924866
117,18,1568,135,287,669,0.8760322332382202
117,25,1263,111,152,599,0.6576389074325562
117,7,770,141,151,356,0.7247488498687744
117,12,1316,109,275,297,0.5306349992752075
118,1,403,155,161,505,0.8422030210494995
118,2,1765,329,155,747,0.6402515769004822
118,3,497,114,262,613,0.8691986799240112
118,4,1026,165,258,628,0.8847217559814453
118,18,1569,136,289,672,0.8775866031646729
118,25,1260,111,155,609,0.6279038786888123
118,7,772,144,152,355,0.6993510127067566
118,12,1312,110,280,300,0.6177489161491394
119,1,404,157,158,502,0.8261712193489075
119,2,1769,321,151,756,0.5918755531311035
119,3,496,115,259,609,0.854817271232605
119,4,1024,161,262,640,0.8863599300384521
119,18,1571,135,289,674,0.8923695087432861
119,25,1265,110,151,588,0.6193509101867676
119,7,773,147,151,354,0.7080382108688354
120,1,404,152,160,510,0.7635047435760498
120,2,1769,287,151,785,0.5892770886421204
120,3,494,114,258,605,0.8543820381164551
120,4,1020,158,264,645,0.8789856433868408
120,18,1575,133,289,676,0.8908369541168213
120,25,1267,110,149,576,0.6213045716285706
120,7,775,147,152,356,0.6703100800514221
121,1,406,156,156,500,0.735400915145874
121,2,1770,272,150,800,0.6636195778846741
121,3,493,112,256,602,0.8591474294662476
121,4,1018,157,263,647,0.8787695169448853
121,18,1580,132,289,676,0.8835442066192627
121,25,1262,107,157,606,0.6894736289978027
121,7,775,149,153,355,0.717140793800354
122,1,406,156,153,496,0.7418093681335449
122,2,1774,285,146,784,0.6757785081863403
122,3,488,110,257,604,0.8437401652336121
122,4,1015,154,265,651,0.8878604173660278
122,18,1590,132,289,675,0.869089663028717
122,25,1258,105,163,629,0.6471190452575684
122,7,776,150,152,354,0.7422239184379578
122,28,667,179,93,381,0.5691189765930176
123,1,405,155,150,488,0.7455412745475769
123,2,1775,277,145,791,0.643298327922821
123,3,484,108,258,606,0.8558553457260132
123,4,1014,151,265,654,0.901989221572876
123,18,1593,130,291,680,0.8677834868431091
123,25,1257,106,165,640,0.635432779788971
123,7,775,150,153,354,0.755913496017456
123,28,667,177,93,383,0.5890793800354004
124,1,406,153,150,495,0.7062013745307922
124,2,1770,265,150,804,0.62752765417099
124,3,481,105,258,608,0.8697090148925781
124,4,1012,147,266,660,0.9087104797363281
124,18,1595,129,292,685,0.8813799619674683
124,25,1256,106,165,641,0.5099643468856812
124,7,774,150,154,354,0.7587555050849915
124,28,667,175,93,385,0.5707182884216309
125,1,406,150,151,501,0.6654399633407593
125,2,1770,264,150,806,0.6195892095565796
125,3,479,103,257,608,0.8654429912567139
125,4,1011,143,268,663,0.8978608250617981
125,18,1598,128,295,692,0.8886384963989258
125,25,1257,106,164,639,0.5632770657539368
125,7,775,150,153,354,0.7033980488777161
125,28,666,175,93,385,0.5749810338020325
126,1,407,145,150,503,0.6489022970199585
126,2,1767,268,153,804,0.6005703210830688
126,3,475,102,258,609,0.8702419996261597
126,4,1008,140,270,666,0.8990011215209961
126,18,1600,128,293,690,0.8915892839431763
126,25,1260,105,156,609,0.5579075217247009
126,7,775,150,153,354,0.6490610241889954
126,28,666,172,94,388,0.5818186402320862
127,1,408,143,151,506,0.6503615379333496
127,3,473,102,257,609,0.8744312524795532
127,4,1004,137,273,671,0.9012428522109985
127,18,1601,129,295,693,0.895179033279419
127,25,1261,105,155,607,0.5782329440116882
127,7,774,148,154,357,0.45167112350463867
127,28,664,165,96,395,0.5584146976470947
128,1,409,143,151,509,0.6030805110931396
128,3,471,104,256,606,0.8661565184593201
128,4,999,136,274,675,0.8993549346923828
128,18,1603,130,296,697,0.8996540307998657
128,25,1257,106,162,638,0.5634338855743408
128,7,774,148,153,357,0.5993598103523254
128,28,664,170,95,390,0.5322354435920715
129,1,410,144,150,510,0.6307521462440491
129,3,469,106,255,604,0.8685678243637085
129,4,997,136,275,678,0.901999294757843
129,18,1607,130,296,698,0.9079543948173523
129,25,1259,108,159,636,0.49208924174308777
129,7,774,146,154,359,0.4749675989151001
129,28,662,160,97,400,0.556124210357666
130,1,411,144,150,512,0.6262012124061584
130,3,469,109,253,603,0.8781895637512207
130,4,994,138,276,682,0.9053415656089783
130,18,1611,133,296,694,0.9082352519035339
130,7,775,145,155,361,0.4536775052547455
130,28,661,149,101,412,0.5674940347671509
131,1,414,150,147,511,0.5514815449714661
131,3,469,113,252,599,0.8675857186317444
131,4,995,141,277,683,0.9069696664810181
131,18,1614,137,294,687,0.8983668088912964
131,7,776,145,153,361,0.5238170623779297
131,28,660,153,101,409,0.5072040557861328
131,25,1270,109,132,516,0.48438552021980286
132,1,416,156,144,502,0.6122637391090393
132,3,471,117,252,597,0.8736729025840759
132,4,995,146,277,681,0.9108620882034302
132,18,1616,141,295,691,0.903687059879303
132,7,776,145,154,363,0.5269367694854736
132,28,661,157,100,404,0.4531583786010742
132,25,1274,109,126,491,0.5141739249229431
133,1,418,161,141,496,0.5473927855491638
133,3,472,120,251,596,0.8924828767776489
133,4,996,151,276,677,0.9076256155967712
133,18,1617,144,297,691,0.8999474048614502
133,7,775,146,151,359,0.5720797777175903
133,28,663,170,98,392,0.4666055142879486
134,3,472,124,251,594,0.9012999534606934
134,4,994,155,277,678,0.9140793085098267
134,18,1617,146,299,693,0.8950804471969604
134,7,776,149,150,355,0.5875643491744995
134,25,1270,113,127,483,0.5039704442024231
135,3,472,127,251,591,0.9000406861305237
135,4,992,158,277,680,0.9205074310302734
135,18,1617,146,300,697,0.8989953398704529
135,7,777,151,147,350,0.5628559589385986
135,25,1269,113,128,482,0.48760953545570374
136,3,472,129,251,589,0.9009217619895935
136,4,991,159,278,682,0.9183194041252136
136,18,1618,145,301,699,0.9079738855361938
136,7,779,154,150,357,0.5843031406402588
137,3,471,130,250,586,0.8975011110305786
137,4,989,160,279,684,0.9170175790786743
137,18,1617,142,303,705,0.901829719543457
137,7,779,155,152,362,0.6240926384925842
137,28,670,174,95,379,0.525624692440033
138,3,470,129,251,585,0.8943819999694824
138,4,989,158,281,689,0.9187917113304138
138,18,1617,141,303,707,0.9046797752380371
138,7,781,156,152,363,0.6338459849357605
138,28,669,170,98,384,0.5853676199913025
139,3,468,127,250,582,0.8936441540718079
139,4,988,156,282,692,0.915071427822113
139,18,1618,139,302,709,0.8977130651473999
139,7,779,156,153,364,0.5400757193565369
139,28,670,172,98,383,0.5994674563407898
139,25,1268,107,164,630,0.4596478343009949
140,3,466,125,251,580,0.8986575603485107
140,4,987,154,284,695,0.9149768352508545
140,18,1618,137,302,710,0.892189085483551
140,7,784,155,154,366,0.6033825874328613
140,28,670,172,100,385,0.6615623831748962
140,25,1265,107,156,606,0.4751644432544708
141,3,464,123,252,580,0.8993040323257446
141,4,986,149,286,700,0.913607120513916
141,18,1619,133,301,713,0.89413982629776
141,7,784,153,154,368,0.5866895914077759
141,28,671,178,99,380,0.7220685482025146
141,25,1265,105,147,563,0.5408697724342346
142,3,460,121,253,582,0.8982698321342468
142,4,985,145,288,704,0.9056665897369385
142,18,1619,132,301,715,0.8940223455429077
142,7,783,153,151,365,0.5199238657951355
142,28,671,179,100,379,0.7275439500808716
142,25,1271,106,155,603,0.5759961009025574
143,3,458,119,254,582,0.895660936832428
143,4,985,143,287,706,0.8987232446670532
143,18,1621,130,299,715,0.8985423445701599
143,7,785,153,150,366,0.5468709468841553
143,28,670,181,98,377,0.7270275354385376
143,25,1274,108,154,604,0.562472939491272
143,30,841,233,116,289,0.451112300157547
144,3,457,119,254,581,0.8873928189277649
144,4,984,142,288,706,0.910839319229126
144,18,1622,130,298,716,0.9057838916778564
144,7,791,153,151,367,0.5376564264297485
144,28,669,182,98,378,0.7273815870285034
144,25,1268,108,157,612,0.5792308449745178
145,3,457,119,254,582,0.8872268199920654
145,4,985,146,286,703,0.9174008369445801
145,18,1623,130,297,723,0.9122002124786377
145,7,791,152,152,371,0.54976886510849
145,28,669,186,97,374,0.7556584477424622
145,25,1276,103,147,555,0.5525896549224854
146,3,456,119,253,583,0.887863278388977
146,4,985,148,286,703,0.9188292622566223
146,18,1623,130,297,733,0.9150370955467224
146,7,796,153,154,372,0.5278010964393616
146,28,669,188,96,371,0.7598012685775757
146,25,1272,104,164,612,0.6769121289253235
147,3,455,119,251,580,0.8937552571296692
147,4,983,145,290,713,0.9136289954185486
147,18,1625,131,295,739,0.909182608127594
147,7,806,173,148,353,0.5589998364448547
147,28,669,183,97,376,0.731047511100769
147,25,1271,104,172,639,0.7299485802650452
148,3,454,121,251,579,0.8950349688529968
148,4,983,146,292,719,0.9099761843681335
148,18,1627,134,293,739,0.9097069501876831
148,7,800,160,148,352,0.4721871018409729
148,28,669,187,96,373,0.7147581577301025
148,25,1271,105,176,648,0.8013065457344055
148,30,843,255,110,269,0.518386960029602
149,3,453,123,251,579,0.8946127891540527
149,4,982,152,292,719,0.9072942137718201
149,18,1631,136,289,740,0.9220271110534668
149,7,798,155,150,359,0.48087525367736816
149,28,668,182,99,379,0.7026426792144775
149,25,1268,106,184,673,0.8014331459999084
150,3,453,128,250,577,0.8991912007331848
150,4,982,158,289,715,0.9045783281326294
150,18,1635,140,285,741,0.9338957071304321
150,7,816,188,141,336,0.5111812949180603
150,28,669,186,97,374,0.6768139600753784
150,25,1269,107,183,667,0.752177894115448
151,3,453,132,248,575,0.9007481336593628
151,4,979,163,291,719,0.9037854671478271
151,18,1638,144,282,743,0.9347079992294312
151,7,815,172,150,358,0.4625813663005829
151,28,669,193,97,367,0.7011447548866272
151,25,1268,109,188,680,0.7459083795547485
152,3,453,135,246,572,0.9016712307929993
152,4,977,167,292,722,0.904035747051239
152,18,1642,147,278,743,0.9305968880653381
152,7,811,163,155,369,0.5087812542915344
152,28,668,200,95,360,0.6991714835166931
152,25,1266,112,191,688,0.6451475024223328
153,3,453,139,244,566,0.904791533946991
153,4,975,169,293,727,0.9010917544364929
153,18,1646,149,274,743,0.92519611120224
153,7,807,161,150,357,0.4826734662055969
153,28,666,203,95,356,0.6963512897491455
153,25,1267,115,188,674,0.6716752052307129
153,31,1365,116,303,809,0.5160916447639465
154,3,454,143,241,559,0.9047917127609253
154,4,971,169,294,732,0.9052180051803589
154,18,1650,148,270,744,0.9307164549827576
154,7,805,160,156,372,0.5695411562919617
154,28,664,203,95,356,0.6836071610450745
154,25,1268,120,189,671,0.5314964652061462
154,31,1426,120,171,443,0.5451406240463257
155,3,454,144,240,555,0.9036893844604492
155,4,969,167,295,737,0.9001742005348206
155,18,1654,146,266,745,0.9303191900253296
155,7,803,161,155,369,0.5516898036003113
155,28,662,202,96,356,0.6712523102760315
155,25,1267,124,187,665,0.5284086465835571
156,3,454,144,240,549,0.899882435798645
156,4,965,165,297,741,0.9033763408660889
156,18,1660,145,260,745,0.9202888011932373
156,7,801,164,154,366,0.5014411807060242
156,28,662,201,98,357,0.6840983033180237
156,25,1268,123,189,668,0.6590468287467957
156,32,1347,121,331,338,0.5675655007362366
156,33,733,188,83,250,0.4678819179534912
157,3,452,143,240,548,0.9026622176170349
157,4,963,163,297,744,0.9053171277046204
157,18,1664,144,256,748,0.9102292060852051
157,7,801,166,150,358,0.5626931190490723
157,28,662,195,99,363,0.6928993463516235
157,25,1273,123,186,652,0.6671949028968811
157,32,1351,121,325,332,0.6651892066001892
157,33,733,189,83,249,0.5446673631668091
158,3,450,140,240,550,0.9050540328025818
158,4,959,160,299,748,0.9104012250900269
158,18,1669,142,251,752,0.9015775918960571
158,7,801,165,151,359,0.6134066581726074
158,28,660,197,100,360,0.7471418380737305
158,25,1274,122,189,661,0.7173063158988953
158,32,1354,123,321,328,0.5799305438995361
158,33,734,190,82,249,0.5833069682121277
159,3,447,138,242,552,0.908096432685852
159,4,958,158,299,751,0.9107928276062012
159,18,1673,142,247,750,0.8995646834373474
159,7,801,164,151,362,0.6298120617866516
159,28,659,199,100,358,0.7739292979240417
159,25,1278,123,192,669,0.7630727887153625
159,32,1357,125,320,326,0.5011883974075317
159,33,733,192,82,248,0.5868349075317383
160,3,445,137,243,553,0.9077420830726624
160,4,956,155,300,754,0.9145267009735107
160,18,1677,143,243,750,0.8998674750328064
160,7,802,163,149,356,0.6272597312927246
160,28,659,204,99,354,0.7934896945953369
160,25,1281,123,194,666,0.7500987648963928
160,33,734,193,81,248,0.64030921459198
161,3,444,135,244,556,0.9100599884986877
161,4,954,153,301,757,0.9176129102706909
161,18,1682,143,238,752,0.9046306014060974
161,7,803,163,143,343,0.608657717704773
161,28,659,206,99,352,0.7850061655044556
161,25,1283,121,197,668,0.7936742901802063
161,33,735,194,81,249,0.619432270526886
162,3,443,135,244,556,0.9080376625061035
162,4,952,151,303,761,0.9154518842697144
162,18,1686,142,234,756,0.9192620515823364
162,7,800,164,149,360,0.6410894393920898
162,28,659,210,99,350,0.7909408807754517
162,25,1281,119,200,673,0.7865489721298218
162,33,735,194,82,251,0.5938653945922852
163,3,442,135,243,556,0.9029397368431091
163,4,950,151,304,765,0.9101662039756775
163,18,1689,142,231,761,0.9121447205543518
163,7,797,163,152,368,0.6101468801498413
163,28,659,212,100,349,0.7884717583656311
163,25,1280,117,204,678,0.7540529370307922
163,33,735,194,83,253,0.5724077820777893
163,35,1220,182,111,466,0.5532363653182983
163,32,1420,134,305,319,0.5067673921585083
164,3,440,135,243,558,0.8888452649116516
164,4,947,154,307,772,0.9170819520950317
164,18,1693,142,227,768,0.9156961441040039
164,7,797,162,153,376,0.648748517036438
164,28,659,215,100,347,0.7734497785568237
164,25,1278,116,201,663,0.662811815738678
164,33,735,193,83,255,0.5007984042167664
164,35,1221,185,111,468,0.5785594582557678
164,32,1377,136,316,329,0.4944925308227539
165,3,439,137,241,555,0.8852972984313965
165,4,946,157,308,776,0.9201487898826599
165,18,1697,142,223,777,0.9154694080352783
165,7,798,163,153,374,0.6693751215934753
165,28,659,210,101,352,0.7854779362678528
165,25,1278,114,200,662,0.6475844383239746
165,33,735,192,82,254,0.4765583574771881
165,35,1223,187,111,467,0.5483739972114563
166,3,438,138,240,554,0.8839491009712219
166,4,946,162,308,776,0.9200096130371094
166,18,1700,144,220,778,0.9011147618293762
166,7,799,163,148,365,0.6566703915596008
166,28,659,206,102,356,0.7874413728713989
166,25,1283,114,197,658,0.5849061012268066
166,33,737,192,81,253,0.49565213918685913
166,35,1220,186,111,466,0.5247870683670044
166,32,1371,139,316,329,0.6113168001174927
167,3,438,139,238,553,0.8827895522117615
167,4,950,180,303,763,0.9183303713798523
167,18,1703,147,217,786,0.9089834094047546
167,7,799,164,151,373,0.6622097492218018
167,28,659,204,103,357,0.7931413650512695
167,25,1282,112,204,691,0.5451774001121521
167,35,1219,187,112,466,0.5035563111305237
167,32,1363,141,317,327,0.58549565076828
168,3,440,139,236,553,0.8837935924530029
168,4,951,186,303,761,0.9272567629814148
168,18,1706,152,214,783,0.9087627530097961
168,7,804,165,142,351,0.5606552362442017
168,28,660,201,104,359,0.787416398525238
168,25,1286,113,204,700,0.5230027437210083
168,35,1222,185,108,445,0.45543015003204346
168,32,1360,140,324,336,0.5693210363388062
169,3,441,138,234,555,0.8846240639686584
169,4,950,186,306,766,0.9319049715995789
169,18,1709,153,211,784,0.88521808385849
169,7,805,166,144,353,0.5171006917953491
169,28,663,200,103,358,0.7816744446754456
169,25,1292,113,192,662,0.5749397873878479
169,35,1222,182,108,441,0.508921205997467
169,32,1355,138,333,347,0.5638624429702759
170,3,441,138,231,555,0.877781093120575
170,4,950,186,308,772,0.9316796660423279
170,18,1708,155,212,814,0.873624324798584
170,7,819,167,151,375,0.503375232219696
170,28,664,198,104,359,0.8049061298370361
170,25,1291,115,196,685,0.6141046285629272
170,35,1223,180,112,454,0.6022487282752991
170,32,1353,136,336,351,0.5298205018043518
171,3,440,139,226,554,0.8758196234703064
171,4,950,185,309,777,0.9352054595947266
171,18,1707,156,213,836,0.8723851442337036
171,7,811,167,147,367,0.5211009383201599
171,28,665,198,105,358,0.8219029903411865
171,25,1292,117,198,700,0.6613151431083679
171,35,1224,177,114,465,0.607227623462677
172,3,440,139,222,555,0.8589252233505249
172,4,949,183,313,782,0.9295936226844788
172,18,1709,156,211,849,0.8650962114334106
172,7,809,168,148,367,0.5478826761245728
172,28,667,200,105,356,0.821669340133667
172,25,1301,117,172,597,0.6372440457344055
172,35,1227,174,112,453,0.6086733937263489
173,3,437,140,218,554,0.8436140418052673
173,4,950,180,314,786,0.927123486995697
173,18,1711,154,209,853,0.8626344203948975
173,7,809,169,153,380,0.5926898717880249
173,28,669,206,104,350,0.8275818228721619
173,25,1304,118,162,557,0.6322572231292725
173,35,1227,172,118,476,0.6377238631248474
173,37,213,215,92,181,0.5329117774963379
173,32,1334,131,365,386,0.5069403052330017
174,3,443,139,214,556,0.7932348251342773
174,4,949,174,317,792,0.926217257976532
174,18,1715,154,205,840,0.8523300290107727
174,7,815,167,156,386,0.7263149619102478
174,28,670,207,105,348,0.8300642967224121
174,25,1309,124,159,545,0.6147170066833496
